# ZDC LUT for HI running 2023, commissioning implementation
# Scaling factor of 1 used for double -> int conversion
#<header> V1 13 32 </header>

0 1 # Scaling Factor
1 0 # [index ibit=0], [index idet=0]
1209 29 # [index ibit=184], [index idet=4]
1210 30 # [index ibit=185], [index idet=4]
1211 32 # [index ibit=186], [index idet=4]
1212 33 # [index ibit=187], [index idet=4]
1213 35 # [index ibit=188], [index idet=4]
1214 36 # [index ibit=189], [index idet=4]
1215 38 # [index ibit=190], [index idet=4]
1216 39 # [index ibit=191], [index idet=4]
1217 36 # [index ibit=192], [index idet=4]
1218 38 # [index ibit=193], [index idet=4]
1219 39 # [index ibit=194], [index idet=4]
1220 41 # [index ibit=195], [index idet=4]
1221 42 # [index ibit=196], [index idet=4]
1222 44 # [index ibit=197], [index idet=4]
1223 45 # [index ibit=198], [index idet=4]
1224 47 # [index ibit=199], [index idet=4]
1225 48 # [index ibit=200], [index idet=4]
1226 50 # [index ibit=201], [index idet=4]
1227 51 # [index ibit=202], [index idet=4]
1228 53 # [index ibit=203], [index idet=4]
1229 54 # [index ibit=204], [index idet=4]
1230 55 # [index ibit=205], [index idet=4]
1231 57 # [index ibit=206], [index idet=4]
1232 58 # [index ibit=207], [index idet=4]
1233 61 # [index ibit=208], [index idet=4]
1234 64 # [index ibit=209], [index idet=4]
1235 67 # [index ibit=210], [index idet=4]
1236 69 # [index ibit=211], [index idet=4]
1237 72 # [index ibit=212], [index idet=4]
1238 75 # [index ibit=213], [index idet=4]
1239 78 # [index ibit=214], [index idet=4]
1240 81 # [index ibit=215], [index idet=4]
1241 84 # [index ibit=216], [index idet=4]
1242 87 # [index ibit=217], [index idet=4]
1243 90 # [index ibit=218], [index idet=4]
1244 93 # [index ibit=219], [index idet=4]
1245 96 # [index ibit=220], [index idet=4]
1246 99 # [index ibit=221], [index idet=4]
1247 102 # [index ibit=222], [index idet=4]
1248 105 # [index ibit=223], [index idet=4]
1249 108 # [index ibit=224], [index idet=4]
1250 111 # [index ibit=225], [index idet=4]
1251 114 # [index ibit=226], [index idet=4]
1252 117 # [index ibit=227], [index idet=4]
1253 121 # [index ibit=228], [index idet=4]
1254 127 # [index ibit=229], [index idet=4]
1255 133 # [index ibit=230], [index idet=4]
1256 139 # [index ibit=231], [index idet=4]
1257 145 # [index ibit=232], [index idet=4]
1258 151 # [index ibit=233], [index idet=4]
1259 156 # [index ibit=234], [index idet=4]
1260 162 # [index ibit=235], [index idet=4]
1261 168 # [index ibit=236], [index idet=4]
1262 174 # [index ibit=237], [index idet=4]
1263 180 # [index ibit=238], [index idet=4]
1264 186 # [index ibit=239], [index idet=4]
1265 192 # [index ibit=240], [index idet=4]
1266 198 # [index ibit=241], [index idet=4]
1267 204 # [index ibit=242], [index idet=4]
1268 210 # [index ibit=243], [index idet=4]
1269 215 # [index ibit=244], [index idet=4]
1270 221 # [index ibit=245], [index idet=4]
1271 227 # [index ibit=246], [index idet=4]
1272 233 # [index ibit=247], [index idet=4]
1273 239 # [index ibit=248], [index idet=4]
1274 248 # [index ibit=249], [index idet=4]
1275 260 # [index ibit=250], [index idet=4]
1276 271 # [index ibit=251], [index idet=4]
1277 283 # [index ibit=252], [index idet=4]
1278 295 # [index ibit=253], [index idet=4]
1279 307 # [index ibit=254], [index idet=4]
1280 319 # [index ibit=255], [index idet=4]
1281 0 # [index ibit=0], [index idet=5]
1282 0 # [index ibit=1], [index idet=5]
1283 0 # [index ibit=2], [index idet=5]
1284 0 # [index ibit=3], [index idet=5]
1285 0 # [index ibit=4], [index idet=5]
1286 0 # [index ibit=5], [index idet=5]
1287 0 # [index ibit=6], [index idet=5]
1288 0 # [index ibit=7], [index idet=5]
1289 0 # [index ibit=8], [index idet=5]
1290 0 # [index ibit=9], [index idet=5]
1291 0 # [index ibit=10], [index idet=5]
1292 0 # [index ibit=11], [index idet=5]
1293 0 # [index ibit=12], [index idet=5]
1294 0 # [index ibit=13], [index idet=5]
1295 0 # [index ibit=14], [index idet=5]
1296 0 # [index ibit=15], [index idet=5]
1297 0 # [index ibit=16], [index idet=5]
1298 0 # [index ibit=17], [index idet=5]
1299 0 # [index ibit=18], [index idet=5]
1300 0 # [index ibit=19], [index idet=5]
1301 0 # [index ibit=20], [index idet=5]
1302 0 # [index ibit=21], [index idet=5]
1303 0 # [index ibit=22], [index idet=5]
1304 0 # [index ibit=23], [index idet=5]
1305 0 # [index ibit=24], [index idet=5]
1306 0 # [index ibit=25], [index idet=5]
1307 0 # [index ibit=26], [index idet=5]
1308 0 # [index ibit=27], [index idet=5]
1309 0 # [index ibit=28], [index idet=5]
1310 0 # [index ibit=29], [index idet=5]
1311 0 # [index ibit=30], [index idet=5]
1312 0 # [index ibit=31], [index idet=5]
1313 0 # [index ibit=32], [index idet=5]
1314 0 # [index ibit=33], [index idet=5]
1315 0 # [index ibit=34], [index idet=5]
1316 0 # [index ibit=35], [index idet=5]
1317 0 # [index ibit=36], [index idet=5]
1318 0 # [index ibit=37], [index idet=5]
1319 0 # [index ibit=38], [index idet=5]
1320 0 # [index ibit=39], [index idet=5]
1321 0 # [index ibit=40], [index idet=5]
1322 0 # [index ibit=41], [index idet=5]
1323 0 # [index ibit=42], [index idet=5]
1324 0 # [index ibit=43], [index idet=5]
1325 0 # [index ibit=44], [index idet=5]
1326 0 # [index ibit=45], [index idet=5]
1327 0 # [index ibit=46], [index idet=5]
1328 0 # [index ibit=47], [index idet=5]
1329 0 # [index ibit=48], [index idet=5]
1330 0 # [index ibit=49], [index idet=5]
1331 0 # [index ibit=50], [index idet=5]
1332 0 # [index ibit=51], [index idet=5]
1333 0 # [index ibit=52], [index idet=5]
1334 0 # [index ibit=53], [index idet=5]
1335 0 # [index ibit=54], [index idet=5]
1336 0 # [index ibit=55], [index idet=5]
1337 0 # [index ibit=56], [index idet=5]
1338 0 # [index ibit=57], [index idet=5]
1339 0 # [index ibit=58], [index idet=5]
1340 0 # [index ibit=59], [index idet=5]
1341 0 # [index ibit=60], [index idet=5]
1342 0 # [index ibit=61], [index idet=5]
1343 0 # [index ibit=62], [index idet=5]
1344 0 # [index ibit=63], [index idet=5]
1345 0 # [index ibit=64], [index idet=5]
1346 0 # [index ibit=65], [index idet=5]
1347 0 # [index ibit=66], [index idet=5]
1348 0 # [index ibit=67], [index idet=5]
1349 0 # [index ibit=68], [index idet=5]
1350 0 # [index ibit=69], [index idet=5]
1351 0 # [index ibit=70], [index idet=5]
1352 0 # [index ibit=71], [index idet=5]
1353 0 # [index ibit=72], [index idet=5]
1354 0 # [index ibit=73], [index idet=5]
1355 0 # [index ibit=74], [index idet=5]
1356 0 # [index ibit=75], [index idet=5]
1357 0 # [index ibit=76], [index idet=5]
1358 0 # [index ibit=77], [index idet=5]
1359 0 # [index ibit=78], [index idet=5]
1360 0 # [index ibit=79], [index idet=5]
1361 0 # [index ibit=80], [index idet=5]
1362 0 # [index ibit=81], [index idet=5]
1363 0 # [index ibit=82], [index idet=5]
1364 0 # [index ibit=83], [index idet=5]
1365 0 # [index ibit=84], [index idet=5]
1366 0 # [index ibit=85], [index idet=5]
1367 0 # [index ibit=86], [index idet=5]
1368 0 # [index ibit=87], [index idet=5]
1369 0 # [index ibit=88], [index idet=5]
1370 0 # [index ibit=89], [index idet=5]
1371 0 # [index ibit=90], [index idet=5]
1372 0 # [index ibit=91], [index idet=5]
1373 0 # [index ibit=92], [index idet=5]
1374 12 # [index ibit=93], [index idet=5]
1375 13 # [index ibit=94], [index idet=5]
1376 13 # [index ibit=95], [index idet=5]
1377 14 # [index ibit=96], [index idet=5]
1378 14 # [index ibit=97], [index idet=5]
1379 15 # [index ibit=98], [index idet=5]
1380 15 # [index ibit=99], [index idet=5]
1381 16 # [index ibit=100], [index idet=5]
1382 17 # [index ibit=101], [index idet=5]
1383 18 # [index ibit=102], [index idet=5]
1384 19 # [index ibit=103], [index idet=5]
1385 20 # [index ibit=104], [index idet=5]
1386 21 # [index ibit=105], [index idet=5]
1387 21 # [index ibit=106], [index idet=5]
1388 22 # [index ibit=107], [index idet=5]
1389 23 # [index ibit=108], [index idet=5]
1390 24 # [index ibit=109], [index idet=5]
1391 25 # [index ibit=110], [index idet=5]
1392 26 # [index ibit=111], [index idet=5]
1393 27 # [index ibit=112], [index idet=5]
1394 28 # [index ibit=113], [index idet=5]
1395 29 # [index ibit=114], [index idet=5]
1396 30 # [index ibit=115], [index idet=5]
1397 31 # [index ibit=116], [index idet=5]
1398 32 # [index ibit=117], [index idet=5]
1399 32 # [index ibit=118], [index idet=5]
1400 33 # [index ibit=119], [index idet=5]
1401 34 # [index ibit=120], [index idet=5]
1402 36 # [index ibit=121], [index idet=5]
1403 38 # [index ibit=122], [index idet=5]
1404 39 # [index ibit=123], [index idet=5]
1405 41 # [index ibit=124], [index idet=5]
1406 43 # [index ibit=125], [index idet=5]
1407 45 # [index ibit=126], [index idet=5]
1408 47 # [index ibit=127], [index idet=5]
1409 43 # [index ibit=128], [index idet=5]
1410 45 # [index ibit=129], [index idet=5]
1411 46 # [index ibit=130], [index idet=5]
1412 48 # [index ibit=131], [index idet=5]
1413 50 # [index ibit=132], [index idet=5]
1414 52 # [index ibit=133], [index idet=5]
1415 54 # [index ibit=134], [index idet=5]
1416 56 # [index ibit=135], [index idet=5]
1417 58 # [index ibit=136], [index idet=5]
1418 59 # [index ibit=137], [index idet=5]
1419 61 # [index ibit=138], [index idet=5]
1420 63 # [index ibit=139], [index idet=5]
1421 65 # [index ibit=140], [index idet=5]
1422 67 # [index ibit=141], [index idet=5]
1423 69 # [index ibit=142], [index idet=5]
1424 70 # [index ibit=143], [index idet=5]
1425 73 # [index ibit=144], [index idet=5]
1426 77 # [index ibit=145], [index idet=5]
1427 81 # [index ibit=146], [index idet=5]
1428 84 # [index ibit=147], [index idet=5]
1429 88 # [index ibit=148], [index idet=5]
1430 92 # [index ibit=149], [index idet=5]
1431 95 # [index ibit=150], [index idet=5]
1432 99 # [index ibit=151], [index idet=5]
1433 103 # [index ibit=152], [index idet=5]
1434 106 # [index ibit=153], [index idet=5]
1435 110 # [index ibit=154], [index idet=5]
1436 114 # [index ibit=155], [index idet=5]
1437 117 # [index ibit=156], [index idet=5]
1438 121 # [index ibit=157], [index idet=5]
1439 125 # [index ibit=158], [index idet=5]
1440 128 # [index ibit=159], [index idet=5]
1441 132 # [index ibit=160], [index idet=5]
1442 136 # [index ibit=161], [index idet=5]
1443 139 # [index ibit=162], [index idet=5]
1444 143 # [index ibit=163], [index idet=5]
1445 149 # [index ibit=164], [index idet=5]
1446 156 # [index ibit=165], [index idet=5]
1447 163 # [index ibit=166], [index idet=5]
1448 171 # [index ibit=167], [index idet=5]
1449 178 # [index ibit=168], [index idet=5]
1450 185 # [index ibit=169], [index idet=5]
1451 193 # [index ibit=170], [index idet=5]
1452 200 # [index ibit=171], [index idet=5]
1453 207 # [index ibit=172], [index idet=5]
1454 215 # [index ibit=173], [index idet=5]
1455 222 # [index ibit=174], [index idet=5]
1456 230 # [index ibit=175], [index idet=5]
1457 237 # [index ibit=176], [index idet=5]
1458 244 # [index ibit=177], [index idet=5]
1459 252 # [index ibit=178], [index idet=5]
1460 259 # [index ibit=179], [index idet=5]
1461 266 # [index ibit=180], [index idet=5]
1462 274 # [index ibit=181], [index idet=5]
1463 281 # [index ibit=182], [index idet=5]
1464 288 # [index ibit=183], [index idet=5]
1465 296 # [index ibit=184], [index idet=5]
1466 307 # [index ibit=185], [index idet=5]
1467 322 # [index ibit=186], [index idet=5]
1468 336 # [index ibit=187], [index idet=5]
1469 351 # [index ibit=188], [index idet=5]
1470 366 # [index ibit=189], [index idet=5]
1471 380 # [index ibit=190], [index idet=5]
1472 395 # [index ibit=191], [index idet=5]
1473 367 # [index ibit=192], [index idet=5]
1474 382 # [index ibit=193], [index idet=5]
1475 397 # [index ibit=194], [index idet=5]
1476 411 # [index ibit=195], [index idet=5]
1477 426 # [index ibit=196], [index idet=5]
1478 441 # [index ibit=197], [index idet=5]
1479 456 # [index ibit=198], [index idet=5]
1480 470 # [index ibit=199], [index idet=5]
1481 485 # [index ibit=200], [index idet=5]
1482 500 # [index ibit=201], [index idet=5]
1483 515 # [index ibit=202], [index idet=5]
1484 529 # [index ibit=203], [index idet=5]
1485 544 # [index ibit=204], [index idet=5]
1486 559 # [index ibit=205], [index idet=5]
1487 574 # [index ibit=206], [index idet=5]
1488 588 # [index ibit=207], [index idet=5]
1489 610 # [index ibit=208], [index idet=5]
1490 640 # [index ibit=209], [index idet=5]
1491 669 # [index ibit=210], [index idet=5]
1492 699 # [index ibit=211], [index idet=5]
1493 728 # [index ibit=212], [index idet=5]
1494 758 # [index ibit=213], [index idet=5]
1495 787 # [index ibit=214], [index idet=5]
1496 817 # [index ibit=215], [index idet=5]
1497 846 # [index ibit=216], [index idet=5]
1498 876 # [index ibit=217], [index idet=5]
1499 905 # [index ibit=218], [index idet=5]
1500 935 # [index ibit=219], [index idet=5]
1501 964 # [index ibit=220], [index idet=5]
1502 994 # [index ibit=221], [index idet=5]
1503 1023 # [index ibit=222], [index idet=5]
1504 1023 # [index ibit=223], [index idet=5]
1505 1023 # [index ibit=224], [index idet=5]
1506 1023 # [index ibit=225], [index idet=5]
1507 1023 # [index ibit=226], [index idet=5]
1508 1023 # [index ibit=227], [index idet=5]
1509 1023 # [index ibit=228], [index idet=5]
1510 1023 # [index ibit=229], [index idet=5]
1511 1023 # [index ibit=230], [index idet=5]
1512 1023 # [index ibit=231], [index idet=5]
1513 1023 # [index ibit=232], [index idet=5]
1514 1023 # [index ibit=233], [index idet=5]
1515 1023 # [index ibit=234], [index idet=5]
1516 1023 # [index ibit=235], [index idet=5]
1517 1023 # [index ibit=236], [index idet=5]
1518 1023 # [index ibit=237], [index idet=5]
1519 1023 # [index ibit=238], [index idet=5]
1520 1023 # [index ibit=239], [index idet=5]
1521 1023 # [index ibit=240], [index idet=5]
1522 1023 # [index ibit=241], [index idet=5]
1523 1023 # [index ibit=242], [index idet=5]
1524 1023 # [index ibit=243], [index idet=5]
1525 1023 # [index ibit=244], [index idet=5]
1526 1023 # [index ibit=245], [index idet=5]
1527 1023 # [index ibit=246], [index idet=5]
1528 1023 # [index ibit=247], [index idet=5]
1529 1023 # [index ibit=248], [index idet=5]
1530 1023 # [index ibit=249], [index idet=5]
1531 1023 # [index ibit=250], [index idet=5]
1532 1023 # [index ibit=251], [index idet=5]
1533 1023 # [index ibit=252], [index idet=5]
1534 1023 # [index ibit=253], [index idet=5]
1535 1023 # [index ibit=254], [index idet=5]
1536 1023 # [index ibit=255], [index idet=5]
1537 0 # [index ibit=0], [index idet=6]
1538 0 # [index ibit=1], [index idet=6]
1539 0 # [index ibit=2], [index idet=6]
1540 0 # [index ibit=3], [index idet=6]
1541 0 # [index ibit=4], [index idet=6]
1542 0 # [index ibit=5], [index idet=6]
1543 0 # [index ibit=6], [index idet=6]
1544 0 # [index ibit=7], [index idet=6]
1545 0 # [index ibit=8], [index idet=6]
1546 0 # [index ibit=9], [index idet=6]
1547 0 # [index ibit=10], [index idet=6]
1548 0 # [index ibit=11], [index idet=6]
1549 0 # [index ibit=12], [index idet=6]
1550 0 # [index ibit=13], [index idet=6]
1551 0 # [index ibit=14], [index idet=6]
1552 0 # [index ibit=15], [index idet=6]
1553 0 # [index ibit=16], [index idet=6]
1554 0 # [index ibit=17], [index idet=6]
1555 0 # [index ibit=18], [index idet=6]
1556 0 # [index ibit=19], [index idet=6]
1557 0 # [index ibit=20], [index idet=6]
1558 0 # [index ibit=21], [index idet=6]
1559 0 # [index ibit=22], [index idet=6]
1560 0 # [index ibit=23], [index idet=6]
1561 0 # [index ibit=24], [index idet=6]
1562 0 # [index ibit=25], [index idet=6]
1563 0 # [index ibit=26], [index idet=6]
1564 0 # [index ibit=27], [index idet=6]
1565 0 # [index ibit=28], [index idet=6]
1566 0 # [index ibit=29], [index idet=6]
1567 0 # [index ibit=30], [index idet=6]
1568 0 # [index ibit=31], [index idet=6]
1569 0 # [index ibit=32], [index idet=6]
1570 0 # [index ibit=33], [index idet=6]
1571 0 # [index ibit=34], [index idet=6]
1572 0 # [index ibit=35], [index idet=6]
1573 0 # [index ibit=36], [index idet=6]
1574 0 # [index ibit=37], [index idet=6]
1575 0 # [index ibit=38], [index idet=6]
1576 0 # [index ibit=39], [index idet=6]
1577 0 # [index ibit=40], [index idet=6]
1578 0 # [index ibit=41], [index idet=6]
1579 0 # [index ibit=42], [index idet=6]
1580 0 # [index ibit=43], [index idet=6]
1581 0 # [index ibit=44], [index idet=6]
1582 0 # [index ibit=45], [index idet=6]
1583 0 # [index ibit=46], [index idet=6]
1584 0 # [index ibit=47], [index idet=6]
1585 0 # [index ibit=48], [index idet=6]
1586 0 # [index ibit=49], [index idet=6]
1587 0 # [index ibit=50], [index idet=6]
1588 0 # [index ibit=51], [index idet=6]
1589 0 # [index ibit=52], [index idet=6]
1590 0 # [index ibit=53], [index idet=6]
1591 0 # [index ibit=54], [index idet=6]
1592 0 # [index ibit=55], [index idet=6]
1593 0 # [index ibit=56], [index idet=6]
1594 0 # [index ibit=57], [index idet=6]
1595 0 # [index ibit=58], [index idet=6]
1596 0 # [index ibit=59], [index idet=6]
1597 0 # [index ibit=60], [index idet=6]
1598 0 # [index ibit=61], [index idet=6]
1599 0 # [index ibit=62], [index idet=6]
1600 0 # [index ibit=63], [index idet=6]
1601 0 # [index ibit=64], [index idet=6]
1602 0 # [index ibit=65], [index idet=6]
1603 0 # [index ibit=66], [index idet=6]
1604 0 # [index ibit=67], [index idet=6]
1605 0 # [index ibit=68], [index idet=6]
1606 0 # [index ibit=69], [index idet=6]
1607 0 # [index ibit=70], [index idet=6]
1608 0 # [index ibit=71], [index idet=6]
1609 0 # [index ibit=72], [index idet=6]
1610 0 # [index ibit=73], [index idet=6]
1611 0 # [index ibit=74], [index idet=6]
1612 0 # [index ibit=75], [index idet=6]
1613 0 # [index ibit=76], [index idet=6]
1614 0 # [index ibit=77], [index idet=6]
1615 0 # [index ibit=78], [index idet=6]
1616 0 # [index ibit=79], [index idet=6]
1617 0 # [index ibit=80], [index idet=6]
1618 0 # [index ibit=81], [index idet=6]
1619 0 # [index ibit=82], [index idet=6]
1620 0 # [index ibit=83], [index idet=6]
1621 0 # [index ibit=84], [index idet=6]
1622 0 # [index ibit=85], [index idet=6]
1623 10 # [index ibit=86], [index idet=6]
1624 10 # [index ibit=87], [index idet=6]
1625 11 # [index ibit=88], [index idet=6]
1626 11 # [index ibit=89], [index idet=6]
1627 11 # [index ibit=90], [index idet=6]
1628 12 # [index ibit=91], [index idet=6]
1629 12 # [index ibit=92], [index idet=6]
1630 13 # [index ibit=93], [index idet=6]
1631 13 # [index ibit=94], [index idet=6]
1632 14 # [index ibit=95], [index idet=6]
1633 14 # [index ibit=96], [index idet=6]
1634 15 # [index ibit=97], [index idet=6]
1635 15 # [index ibit=98], [index idet=6]
1636 16 # [index ibit=99], [index idet=6]
1637 16 # [index ibit=100], [index idet=6]
1638 17 # [index ibit=101], [index idet=6]
1639 18 # [index ibit=102], [index idet=6]
1640 19 # [index ibit=103], [index idet=6]
1641 20 # [index ibit=104], [index idet=6]
1642 21 # [index ibit=105], [index idet=6]
1643 22 # [index ibit=106], [index idet=6]
1644 23 # [index ibit=107], [index idet=6]
1645 24 # [index ibit=108], [index idet=6]
1646 25 # [index ibit=109], [index idet=6]
1647 25 # [index ibit=110], [index idet=6]
1648 26 # [index ibit=111], [index idet=6]
1649 27 # [index ibit=112], [index idet=6]
1650 28 # [index ibit=113], [index idet=6]
1651 29 # [index ibit=114], [index idet=6]
1652 30 # [index ibit=115], [index idet=6]
1653 31 # [index ibit=116], [index idet=6]
1654 32 # [index ibit=117], [index idet=6]
1655 33 # [index ibit=118], [index idet=6]
1656 34 # [index ibit=119], [index idet=6]
1657 35 # [index ibit=120], [index idet=6]
1658 36 # [index ibit=121], [index idet=6]
1659 38 # [index ibit=122], [index idet=6]
1660 40 # [index ibit=123], [index idet=6]
1661 42 # [index ibit=124], [index idet=6]
1662 43 # [index ibit=125], [index idet=6]
1663 45 # [index ibit=126], [index idet=6]
1664 47 # [index ibit=127], [index idet=6]
1665 43 # [index ibit=128], [index idet=6]
1666 45 # [index ibit=129], [index idet=6]
1667 47 # [index ibit=130], [index idet=6]
1668 49 # [index ibit=131], [index idet=6]
1669 51 # [index ibit=132], [index idet=6]
1670 52 # [index ibit=133], [index idet=6]
1671 54 # [index ibit=134], [index idet=6]
1672 56 # [index ibit=135], [index idet=6]
1673 58 # [index ibit=136], [index idet=6]
1674 60 # [index ibit=137], [index idet=6]
1675 62 # [index ibit=138], [index idet=6]
1676 63 # [index ibit=139], [index idet=6]
1677 65 # [index ibit=140], [index idet=6]
1678 67 # [index ibit=141], [index idet=6]
1679 69 # [index ibit=142], [index idet=6]
1680 71 # [index ibit=143], [index idet=6]
1681 74 # [index ibit=144], [index idet=6]
1682 77 # [index ibit=145], [index idet=6]
1683 81 # [index ibit=146], [index idet=6]
1684 85 # [index ibit=147], [index idet=6]
1685 88 # [index ibit=148], [index idet=6]
1686 92 # [index ibit=149], [index idet=6]
1687 96 # [index ibit=150], [index idet=6]
1688 99 # [index ibit=151], [index idet=6]
1689 103 # [index ibit=152], [index idet=6]
1690 107 # [index ibit=153], [index idet=6]
1691 110 # [index ibit=154], [index idet=6]
1692 114 # [index ibit=155], [index idet=6]
1693 118 # [index ibit=156], [index idet=6]
1694 121 # [index ibit=157], [index idet=6]
1695 125 # [index ibit=158], [index idet=6]
1696 129 # [index ibit=159], [index idet=6]
1697 132 # [index ibit=160], [index idet=6]
1698 136 # [index ibit=161], [index idet=6]
1699 140 # [index ibit=162], [index idet=6]
1700 143 # [index ibit=163], [index idet=6]
1701 149 # [index ibit=164], [index idet=6]
1702 156 # [index ibit=165], [index idet=6]
1703 164 # [index ibit=166], [index idet=6]
1704 171 # [index ibit=167], [index idet=6]
1705 178 # [index ibit=168], [index idet=6]
1706 186 # [index ibit=169], [index idet=6]
1707 193 # [index ibit=170], [index idet=6]
1708 200 # [index ibit=171], [index idet=6]
1709 208 # [index ibit=172], [index idet=6]
1710 215 # [index ibit=173], [index idet=6]
1711 223 # [index ibit=174], [index idet=6]
1712 230 # [index ibit=175], [index idet=6]
1713 237 # [index ibit=176], [index idet=6]
1714 245 # [index ibit=177], [index idet=6]
1715 252 # [index ibit=178], [index idet=6]
1716 259 # [index ibit=179], [index idet=6]
1717 267 # [index ibit=180], [index idet=6]
1718 274 # [index ibit=181], [index idet=6]
1719 281 # [index ibit=182], [index idet=6]
1720 289 # [index ibit=183], [index idet=6]
1721 296 # [index ibit=184], [index idet=6]
1722 307 # [index ibit=185], [index idet=6]
1723 322 # [index ibit=186], [index idet=6]
1724 337 # [index ibit=187], [index idet=6]
1725 351 # [index ibit=188], [index idet=6]
1726 366 # [index ibit=189], [index idet=6]
1727 381 # [index ibit=190], [index idet=6]
1728 395 # [index ibit=191], [index idet=6]
1729 368 # [index ibit=192], [index idet=6]
1730 382 # [index ibit=193], [index idet=6]
1731 397 # [index ibit=194], [index idet=6]
1732 412 # [index ibit=195], [index idet=6]
1733 427 # [index ibit=196], [index idet=6]
1734 441 # [index ibit=197], [index idet=6]
1735 456 # [index ibit=198], [index idet=6]
1736 471 # [index ibit=199], [index idet=6]
1737 485 # [index ibit=200], [index idet=6]
1738 500 # [index ibit=201], [index idet=6]
1739 515 # [index ibit=202], [index idet=6]
1740 530 # [index ibit=203], [index idet=6]
1741 544 # [index ibit=204], [index idet=6]
1742 559 # [index ibit=205], [index idet=6]
1743 574 # [index ibit=206], [index idet=6]
1744 589 # [index ibit=207], [index idet=6]
1745 611 # [index ibit=208], [index idet=6]
1746 640 # [index ibit=209], [index idet=6]
1747 670 # [index ibit=210], [index idet=6]
1748 699 # [index ibit=211], [index idet=6]
1749 729 # [index ibit=212], [index idet=6]
1750 758 # [index ibit=213], [index idet=6]
1751 788 # [index ibit=214], [index idet=6]
1752 817 # [index ibit=215], [index idet=6]
1753 847 # [index ibit=216], [index idet=6]
1754 876 # [index ibit=217], [index idet=6]
1755 906 # [index ibit=218], [index idet=6]
1756 935 # [index ibit=219], [index idet=6]
1757 965 # [index ibit=220], [index idet=6]
1758 994 # [index ibit=221], [index idet=6]
1759 1023 # [index ibit=222], [index idet=6]
1760 1023 # [index ibit=223], [index idet=6]
1761 1023 # [index ibit=224], [index idet=6]
1762 1023 # [index ibit=225], [index idet=6]
1763 1023 # [index ibit=226], [index idet=6]
1764 1023 # [index ibit=227], [index idet=6]
1765 1023 # [index ibit=228], [index idet=6]
1766 1023 # [index ibit=229], [index idet=6]
1767 1023 # [index ibit=230], [index idet=6]
1768 1023 # [index ibit=231], [index idet=6]
1769 1023 # [index ibit=232], [index idet=6]
1770 1023 # [index ibit=233], [index idet=6]
1771 1023 # [index ibit=234], [index idet=6]
1772 1023 # [index ibit=235], [index idet=6]
1773 1023 # [index ibit=236], [index idet=6]
1774 1023 # [index ibit=237], [index idet=6]
1775 1023 # [index ibit=238], [index idet=6]
1776 1023 # [index ibit=239], [index idet=6]
1777 1023 # [index ibit=240], [index idet=6]
1778 1023 # [index ibit=241], [index idet=6]
1779 1023 # [index ibit=242], [index idet=6]
1780 1023 # [index ibit=243], [index idet=6]
1781 1023 # [index ibit=244], [index idet=6]
1782 1023 # [index ibit=245], [index idet=6]
1783 1023 # [index ibit=246], [index idet=6]
1784 1023 # [index ibit=247], [index idet=6]
1785 1023 # [index ibit=248], [index idet=6]
1786 1023 # [index ibit=249], [index idet=6]
1787 1023 # [index ibit=250], [index idet=6]
1788 1023 # [index ibit=251], [index idet=6]
1789 1023 # [index ibit=252], [index idet=6]
1790 1023 # [index ibit=253], [index idet=6]
1791 1023 # [index ibit=254], [index idet=6]
1792 1023 # [index ibit=255], [index idet=6]
1793 0 # [index ibit=0], [index idet=7]
1794 0 # [index ibit=1], [index idet=7]
1795 0 # [index ibit=2], [index idet=7]
1796 0 # [index ibit=3], [index idet=7]
1797 0 # [index ibit=4], [index idet=7]
1798 0 # [index ibit=5], [index idet=7]
1799 0 # [index ibit=6], [index idet=7]
1800 0 # [index ibit=7], [index idet=7]
1801 0 # [index ibit=8], [index idet=7]
1802 0 # [index ibit=9], [index idet=7]
1803 0 # [index ibit=10], [index idet=7]
1804 0 # [index ibit=11], [index idet=7]
1805 0 # [index ibit=12], [index idet=7]
1806 0 # [index ibit=13], [index idet=7]
1807 0 # [index ibit=14], [index idet=7]
1808 0 # [index ibit=15], [index idet=7]
1809 0 # [index ibit=16], [index idet=7]
1810 0 # [index ibit=17], [index idet=7]
1811 0 # [index ibit=18], [index idet=7]
1812 0 # [index ibit=19], [index idet=7]
1813 0 # [index ibit=20], [index idet=7]
1814 0 # [index ibit=21], [index idet=7]
1815 0 # [index ibit=22], [index idet=7]
1816 0 # [index ibit=23], [index idet=7]
1817 0 # [index ibit=24], [index idet=7]
1818 0 # [index ibit=25], [index idet=7]
1819 0 # [index ibit=26], [index idet=7]
1820 0 # [index ibit=27], [index idet=7]
1821 0 # [index ibit=28], [index idet=7]
1822 0 # [index ibit=29], [index idet=7]
1823 0 # [index ibit=30], [index idet=7]
1824 0 # [index ibit=31], [index idet=7]
1825 0 # [index ibit=32], [index idet=7]
1826 0 # [index ibit=33], [index idet=7]
1827 0 # [index ibit=34], [index idet=7]
1828 0 # [index ibit=35], [index idet=7]
1829 0 # [index ibit=36], [index idet=7]
1830 0 # [index ibit=37], [index idet=7]
1831 0 # [index ibit=38], [index idet=7]
1832 0 # [index ibit=39], [index idet=7]
1833 0 # [index ibit=40], [index idet=7]
1834 0 # [index ibit=41], [index idet=7]
1835 0 # [index ibit=42], [index idet=7]
1836 0 # [index ibit=43], [index idet=7]
1837 0 # [index ibit=44], [index idet=7]
